"Company";"TypeName";"Inches";"Resolution_Width";"Resolution_Height";"Touchscreen_or_Not";"CPU_Brand";"CPU_Name";"CPU_Speed(in GHz)";"Ram";"Memory_Type";"Primary_Memory";"Secondary_Memory";"Gpu_Brand";"Weight";"Price";"OpSys_Standardized"
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.1;99793;"Windows"
"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.2;93080;"Windows"
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Intel";1.36;89510;"Windows"
"Lenovo";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";2.2;21792;"Windows"
"Lenovo";"Notebook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";1.15;16221;"Windows"
"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";2.67;102564;"Windows"
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";1.7;103523;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.1;24988;"Windows"
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";1.6;42038;"Windows"
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.27;49444;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"AMD";2.3;31909;"Linux"
"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";1.65;36710;"Windows"
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";1.43;79920;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";2.14;28769;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";1.75;64755;"Windows"
"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";2.0;101179;"Windows"
"Chuwi";"Notebook";12.3;2736;1824;0;"Intel";"Celeron Quad";1.1;6;"Flash Storage";64;0;"Intel";1.4;23923;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Intel";2.31;76031;"Windows"
"Asus";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";2.3;31808;"Linux"
"Dell";"Gaming";27.3;2560;1440;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";4.42;149131;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.62;61752;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";256;2048;"AMD";2.02;60867;"Windows"
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";1.6;58555;"Linux"
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"Hybrid";256;1024;"Nvidia";3.35;106507;"Windows"
"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";1.1;4;"SSD";32;0;"Intel";1.16;15931;"Windows"
"Samsung";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";1.15;14332;"Others"
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.4;53813;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";1.7;31915;"Windows"
"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";2.3;130270;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";512;0;"Nvidia";2.5;130483;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1600";3.2;8;"Hybrid";256;1024;"AMD";3.2;90310;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.1;18488;"Windows"
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";1.1;117163;"Others"
"Lenovo";"Ultrabook";24.0;2560;1440;0;"Intel";"Core i7";2.7;24;"SSD";512;0;"Intel";1.32;126913;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";2.0;29784;"Linux"
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A6-Series 9220";2.5;8;"HDD";1024;0;"AMD";2.8;27652;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";2.2;39907;"Windows"
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.36;76137;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";2.2;18595;"Windows"
"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.2;58555;"Windows"
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";1.64;62817;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";2.4;23539;"Linux"
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Xeon E3-1505M";3.0;8;"Hybrid";64;1024;"Nvidia";2.23;106187;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";2.2;54758;"Windows"
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.25;137942;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";1.91;31382;"Windows"
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";2.17;105228;"Windows"
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";512;0;"Intel";2.31;81732;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.65;71662;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";2.36;52161;"Windows"
"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";1.47;25521;"Windows"
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";4.42;109011;"Windows"
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core M";2.2;4;"SSD";128;0;"Intel";1.25;52694;"Windows"
"Microsoft";"Ultrabook";33.5;2256;1504;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";1.25;95851;"Windows"
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";2.5;34094;"Windows"
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";2.23;28984;"Windows"
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";1.4;23177;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";2.37;39907;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"AMD";1.5;42571;"N/A"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Nvidia";2.67;111355;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";2.0;16197;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Nvidia";2.2;24988;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";2048;0;"AMD";2.02;40440;"Windows"
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";3.78;90523;"Windows"
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";1.4;98994;"Windows"
"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";1.29;106507;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"AMD";1.9;61485;"Windows"
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";128;0;"Intel";1.1;67932;"Others"
"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";1.42;98134;"Windows"
"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.6;12;"Hybrid";128;1024;"Intel";2.06;69211;"Windows"
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.3;8;"SSD";128;0;"Intel";1.79;39427;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";180;0;"Intel";1.7;72674;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.05;89084;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Nvidia";2.16;67239;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";2.18;31254;"Windows"
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";128;0;"Intel";1.49;38681;"Windows"
"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8350";1.44;4;"Flash Storage";64;0;"Intel";1.89;13261;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";2.3;30103;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";1.75;55891;"Windows"
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";2.17;124569;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";2.06;101179;"Windows"
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";1.36;95797;"Windows"
"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";0.91;103896;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";2.3;53919;"Windows"
"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;32;"SSD";512;0;"Intel";1.05;149131;"Windows"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";1.99;71928;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";1024;0;"AMD";2.2;30849;"Windows"
"Asus";"Gaming";17.3;1920;1080;1;"Intel";"Core i7";2.6;24;"Hybrid";256;1024;"Nvidia";4.33;67612;"Windows"
"Lenovo";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";1.3;58555;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";2.17;47893;"Windows"
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";1024;0;"Intel";1.48;93187;"Windows"
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;8;"SSD";256;0;"Intel";1.4;50563;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";2.3;48538;"Windows"
"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;"Intel";1.2;18115;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";1.91;32980;"Windows"
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";1.4;85195;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";2.1;15931;"Windows"
"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";16;0;"Intel";1.25;14119;"Others"
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.44;50563;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";2.0;65215;"Windows"
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Nvidia";2.2;32661;"Windows"
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.34;70489;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";2.4;61219;"N/A"
"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";1.29;47899;"Windows"
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";500;0;"Nvidia";2.2;34046;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";2.18;44542;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";2.2;64961;"Windows"
"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"SSD";256;0;"Nvidia";1.95;74589;"N/A"
"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";1.1;13054;"Windows"
"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Intel";2.04;27784;"Windows"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;24;"SSD";512;0;"Nvidia";2.24;158135;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";2.04;47366;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";3.0;80133;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";3.2;74539;"Windows"
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.32;74539;"Windows"
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";1.64;68184;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";1.63;36710;"Windows"
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";2.8;47366;"Linux"
"Lenovo";"Notebook";24.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";2.02;71395;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Nvidia";2.2;42571;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"HDD";2048;0;"Nvidia";2.2;24456;"N/A"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";2.3;31169;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";1.9;73367;"Windows"
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";4.42;160520;"Windows"
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";2.0;45821;"Windows"
"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";2.0;69211;"Windows"
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";1.2;19660;"Windows"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";2.3;87859;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";1.93;72940;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";2.2;42486;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.6;4;"SSD";256;0;"Intel";1.86;21258;"Windows"
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";2.62;95851;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";1.87;45768;"Windows"
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";1.2;74539;"Windows"
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";1.6;39207;"Windows"
"HP";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.34;61006;"Windows"
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";2.4;42517;"Linux"
"Asus";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";2.0;18595;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";2.1;37589;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";1.87;41825;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Intel";2.15;24634;"N/A"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";1.86;21152;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.99;92121;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";2.2;26587;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.9;59513;"Windows"
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";4.42;143803;"Windows"
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";2.65;28992;"Windows"
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";2.63;68198;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";2.0;11935;"Linux"
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Atom x5-Z8350";1.44;4;"Flash Storage";32;0;"Intel";1.35;13586;"Windows"
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";2.8;50563;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;6;"SSD";128;0;"AMD";1.91;30311;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.18;32922;"Windows"
"Acer";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";32;0;"Intel";1.25;18595;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";2.05;33566;"Windows"
"HP";"Ultrabook";13.3;3200;1800;1;"Intel";"Core M";1.2;16;"SSD";512;0;"Intel";1.16;104695;"Windows"
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";3.4;159787;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";2.5;44702;"Windows"
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";1.21;85195;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";1.93;51096;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";2.2;18328;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";2.02;52747;"Windows"
"HP";"Workstation";17.3;1600;900;0;"Intel";"Core i5";2.8;8;"HDD";500;0;"Nvidia";3.14;99154;"Windows"
"HP";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";1.94;20726;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"SSD";256;0;"AMD";1.95;34579;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";2.3;44222;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";2.05;36497;"Windows"
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.44;4;"SSD";32;0;"Intel";1.4;13267;"Windows"
"Toshiba";"Ultrabook";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";1.24;99367;"Windows"
"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"Hybrid";256;1024;"Nvidia";4.6;141885;"Windows"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";512;1024;"Nvidia";4.14;145401;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";2.2;39907;"Linux"
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";1.45;20726;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";1.9;53734;"Windows"
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";1.49;38308;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";1.93;81912;"Windows"
"Dell";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";1.26;15718;"Others"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";4.5;125155;"Windows"
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";3.78;79813;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";8.4;89137;"Windows"
"Lenovo";"Notebook";15.6;1366;768;1;"Intel";"Core i7";1.8;12;"HDD";1024;0;"Intel";2.2;32448;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";2.73;94306;"Windows"
"Asus";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";2.2;39374;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";2.2;50563;"Windows"
"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";1.39;32128;"Windows"
"Samsung";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";2.5;90523;"Windows"
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";2.8;28185;"N/A"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";2.29;24456;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.37;107892;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.7;78535;"Windows"
"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.34;88978;"Windows"
"Dell";"Workstation";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";2.06;93933;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.84;64948;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";2.1;35617;"Windows"
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";1.6;17529;"Windows"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";4.14;117163;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.18;24775;"Linux"
"MSI";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";1.8;122491;"Windows"
